X,Dayday,Class
A2946,120,UCSD106
A2947,120,UCSD106
A2948,120,UCSD106
A2949,120,UCSD106
A2950,120,UCSD106
A2951,120,UCSD106
A2952,120,UCSD106
A2953,120,UCSD106
A2954,120,UCSD106
A2955,120,UCSD106
A2956,120,UCSD106
A2957,120,UCSD106
A2958,120,UCSD106
A2959,120,UCSD106
A2960,120,UCSD106
A2961,120,UCSD106
A2962,120,UCSD106
A2963,120,UCSD106
A2964,120,UCSD106
A2965,120,UCSD106
A2966,120,UCSD106
A2967,120,UCSD106
A2968,120,UCSD106
A2969,120,UCSD106
A2970,120,UCSD106
A2971,120,UCSD106
A2972,120,UCSD106
A2973,120,UCSD106
A2974,120,UCSD106
A2975,120,UCSD106
A2976,120,UCSD106
A2977,120,UCSD106
A2978,120,UCSD106
A2979,120,UCSD106
A2980,120,UCSD106
A2981,120,UCSD106
A2982,120,UCSD106
A2983,120,UCSD106
A2984,120,UCSD106
A2985,120,UCSD106
A2986,120,UCSD106
A2987,120,UCSD106
A2988,120,UCSD106
A2989,120,UCSD106
A2990,120,UCSD106
A2991,120,UCSD106
A2992,120,UCSD106
A2993,120,UCSD106
A2994,120,UCSD106
A2995,120,UCSD106
A2996,120,UCSD106
A2997,120,UCSD106
A2998,120,UCSD106
A2999,120,UCSD106
A3000,120,UCSD106
A3001,120,UCSD106
A3002,120,UCSD106
A3003,120,UCSD106
A3004,120,UCSD106
A3005,120,UCSD106
A3006,120,UCSD106
A3007,120,UCSD106
A3008,120,UCSD106
A3009,120,UCSD106
A3010,120,UCSD106
A3011,120,UCSD106
A3012,120,UCSD106
A3013,120,UCSD106
A3014,120,UCSD106
A3015,120,UCSD106
A3016,120,UCSD106
A3017,120,UCSD106
A3018,120,UCSD106
A3019,120,UCSD106
A3020,120,UCSD106
A3021,120,UCSD106
A3022,120,UCSD106
A3023,120,UCSD106
A3024,120,UCSD106
A3025,120,UCSD106
A3026,120,UCSD106
A3027,120,UCSD106
A3028,120,UCSD106
A3029,120,UCSD106
A3030,120,UCSD106
A3031,120,UCSD106
A3032,120,UCSD106
A3033,120,UCSD106
A3034,120,UCSD106
A3035,120,UCSD106
A3036,120,UCSD106
A3037,120,UCSD106
A3038,120,UCSD106
A3039,120,UCSD106
A3040,120,UCSD106
A3041,120,UCSD106
A3042,120,UCSD106
A3043,120,UCSD106
A3044,120,UCSD106
A3045,120,UCSD106
A3046,120,UCSD106
A3047,120,UCSD106
A3048,120,UCSD106
A3049,120,UCSD106
A3050,120,UCSD106
A3051,120,UCSD106
A3052,120,UCSD106
A3053,120,UCSD106
A3054,120,UCSD106
A3055,120,UCSD106
A3056,120,UCSD106
A3057,120,UCSD106
A3058,120,UCSD106
A3059,120,UCSD106
A3060,120,UCSD106
A3061,120,UCSD106
A3062,120,UCSD106
A3063,120,UCSD106
A3064,120,UCSD106
A3065,120,UCSD106
A3066,120,UCSD106
A3067,120,UCSD106
A3068,120,UCSD106
A3069,120,UCSD106
A3070,120,UCSD106
A3071,120,UCSD106
A3072,120,UCSD106
A3073,120,UCSD106
A3074,120,UCSD106
A3075,120,UCSD106
A3076,120,UCSD106
A3077,120,UCSD106
A3078,120,UCSD106
A3079,120,UCSD106
A3080,120,UCSD106
A3081,120,UCSD106
A3082,120,UCSD106
A3083,120,UCSD106
A3084,120,UCSD106
A3085,120,UCSD106
A3086,120,UCSD106
A3087,120,UCSD106
A3088,120,UCSD106
A3089,120,UCSD106
A3090,120,UCSD106
A3091,120,UCSD106
A3092,120,UCSD106
A3093,120,UCSD106
A3094,120,UCSD106
A3095,120,UCSD106
A3096,120,UCSD106
A3097,120,UCSD106
A3098,120,UCSD106
A3099,120,UCSD106
A3100,120,UCSD106
A3101,120,UCSD106
A3102,120,UCSD106
A3103,120,UCSD106
A3104,120,UCSD106
A3105,120,UCSD106
A3106,120,UCSD106
A3107,120,UCSD106
A3108,120,UCSD106
A3109,120,UCSD106
A3110,120,UCSD106
A3111,120,UCSD106
A3112,120,UCSD106
A3113,120,UCSD106
A3114,120,UCSD106
A3115,120,UCSD106
A3116,120,UCSD106
A3117,120,UCSD106
A3118,120,UCSD106
A3119,120,UCSD106
A3120,120,UCSD106
A3121,120,UCSD106
A3122,120,UCSD106
A3123,120,UCSD106
A3124,120,UCSD106
A3125,120,UCSD106
A3126,120,UCSD106
A3127,120,UCSD106
A3128,120,UCSD106
A3129,120,UCSD106
A3130,120,UCSD106
A3131,120,UCSD106
A3132,120,UCSD106
A3133,120,UCSD106
A3134,120,UCSD106
A3135,120,UCSD106
A3136,120,UCSD106
A3137,120,UCSD106
A3138,120,UCSD106
A3139,120,UCSD106
A3140,120,UCSD106
A3141,120,UCSD106
A3142,120,UCSD106
A3143,120,UCSD106
A3144,120,UCSD106
A3145,120,UCSD106
A3146,120,UCSD106
A3147,120,UCSD106
A3148,120,UCSD106
A3149,120,UCSD106
A3150,120,UCSD106
A3151,120,UCSD106
A3152,120,UCSD106
A3153,120,UCSD106
A3154,120,UCSD106
A3155,120,UCSD106
A3156,120,UCSD106
A3157,120,UCSD106
A3158,120,UCSD106
A3159,120,UCSD106
A3160,120,UCSD106
A3161,120,UCSD106
A3162,120,UCSD106
A3163,120,UCSD106
A3164,120,UCSD106
A3165,120,UCSD106
A3166,120,UCSD106
A3167,120,UCSD106
A3168,120,UCSD106
A3169,120,UCSD106
A3170,120,UCSD106
A3171,120,UCSD106
A3172,120,UCSD106
A3173,120,UCSD106
A3174,120,UCSD106
A3175,120,UCSD106
A3176,120,UCSD106
A3177,120,UCSD106
A3178,120,UCSD106
A3179,120,UCSD106
A3180,120,UCSD106
A3181,120,UCSD106
A3182,120,UCSD106
A3183,120,UCSD106
A3184,120,UCSD106
A3185,120,UCSD106
A3186,120,UCSD106
A3187,120,UCSD106
A3188,120,UCSD106
A3189,120,UCSD106
A3190,120,UCSD106
A3191,120,UCSD106
A3192,120,UCSD106
A3193,120,UCSD106
A3194,120,UCSD106
A3195,120,UCSD106
A3196,120,UCSD106
A3197,120,UCSD106
A3198,120,UCSD106
A3199,120,UCSD106
A3200,120,UCSD106
A3201,120,UCSD106
A3202,120,UCSD106
A3203,120,UCSD106
A3204,120,UCSD106
A3205,120,UCSD106
A3206,120,UCSD106
A3207,120,UCSD106
A3208,120,UCSD106
A3209,120,UCSD106
A3210,120,UCSD106
A3211,120,UCSD106
A3212,120,UCSD106
A3213,120,UCSD106
A3214,120,UCSD106
A3215,120,UCSD106
A3216,120,UCSD106
A3217,120,UCSD106
A3218,120,UCSD106
A3219,120,UCSD106
A3220,120,UCSD106
A3221,120,UCSD106
A3222,120,UCSD106
A3223,120,UCSD106
A3224,120,UCSD106
A3225,120,UCSD106
A3226,120,UCSD106
A3227,120,UCSD106
A3228,120,UCSD106
A3229,120,UCSD106
A3230,120,UCSD106
A3231,120,UCSD106
A3232,120,UCSD106
A3233,120,UCSD106
A3234,120,UCSD106
A3235,120,UCSD106
A3236,120,UCSD106
A3237,120,UCSD106
A3238,120,UCSD106
A3239,120,UCSD106
A3240,120,UCSD106
A3241,120,UCSD106
A3242,120,UCSD106
A3243,120,UCSD106
A3244,120,UCSD106
A3245,120,UCSD106
A3246,120,UCSD106
A3247,120,UCSD106
A3248,120,UCSD106
A3249,120,UCSD106
A3250,120,UCSD106
A3251,120,UCSD106
A3252,120,UCSD106
A3253,120,UCSD106
A3254,120,UCSD106
A3255,120,UCSD106
A3256,120,UCSD106
A3257,120,UCSD106
A3258,120,UCSD106
A3259,120,UCSD106
A3260,120,UCSD106
A3261,120,UCSD106
A3262,120,UCSD106
A3263,120,UCSD106
A3264,120,UCSD106
A3265,120,UCSD106
A3266,120,UCSD106
A3267,120,UCSD106
A3268,120,UCSD106
A3269,120,UCSD106
A3270,120,UCSD106
A3271,120,UCSD106
A3272,120,UCSD106
A3273,120,UCSD106
A3274,120,UCSD106
A3275,120,UCSD106
A3276,120,UCSD106
A3277,120,UCSD106
A3278,120,UCSD106
A3279,120,UCSD106
A3280,120,UCSD106
A3281,120,UCSD106
A3282,120,UCSD106
A3283,120,UCSD106
A3284,120,UCSD106
A3285,120,UCSD106
A3286,120,UCSD106
A3287,120,UCSD106
A3288,120,UCSD106
A3289,120,UCSD106
A3290,120,UCSD106
A3291,120,UCSD106
A3292,120,UCSD106
A3293,120,UCSD106
A3294,120,UCSD106
A3295,120,UCSD106
A3296,120,UCSD106
A3297,120,UCSD106
A3298,120,UCSD106
A3299,120,UCSD106
A3300,120,UCSD106
A3301,120,UCSD106
A3302,120,UCSD106
A3303,120,UCSD106
A3304,120,UCSD106
A3305,120,UCSD106
A3306,120,UCSD106
A3307,120,UCSD106
A3308,120,UCSD106
A3309,120,UCSD106
A3310,120,UCSD106
A3311,120,UCSD106
A3312,120,UCSD106
A3313,120,UCSD106
A3314,120,UCSD106
A3315,120,UCSD106
A3316,120,UCSD106
A3317,120,UCSD106
A3318,120,UCSD106
A3319,120,UCSD106
A3320,120,UCSD106
A3321,120,UCSD106
A3322,120,UCSD106
A3323,120,UCSD106
A3324,120,UCSD106
A3325,120,UCSD106
A3326,120,UCSD106
A3327,120,UCSD106
A3328,120,UCSD106
A3329,120,UCSD106
A3330,120,UCSD106
A3331,120,UCSD106
A3332,120,UCSD106
A3333,120,UCSD106
A3334,120,UCSD106
A3335,120,UCSD106
A3336,120,UCSD106
A3337,120,UCSD106
A3338,120,UCSD106
A3339,120,UCSD106
A3340,120,UCSD106
A3341,120,UCSD106
A3342,120,UCSD106
A3343,120,UCSD106
A3344,120,UCSD106
A3345,120,UCSD106
A3346,120,UCSD106
A3347,120,UCSD106
A3348,120,UCSD106
A3349,120,UCSD106
A3350,120,UCSD106
A3351,120,UCSD106
A3352,120,UCSD106
A3353,120,UCSD106
A3354,120,UCSD106
A3355,120,UCSD106
A3356,120,UCSD106
A3357,120,UCSD106
A3358,120,UCSD106
A3359,120,UCSD106
A3360,120,UCSD106
A3361,120,UCSD106
A3362,120,UCSD106
A3363,120,UCSD106
A3364,120,UCSD106
A3365,120,UCSD106
A3366,120,UCSD106
A3367,120,UCSD106
A3368,120,UCSD106
A3369,120,UCSD106
A3370,120,UCSD106
A3371,120,UCSD106
A3372,120,UCSD106
A3373,120,UCSD106
A3374,120,UCSD106
A3375,120,UCSD106
A3376,120,UCSD106
A3377,120,UCSD106
A3378,120,UCSD106
A3379,120,UCSD106
A3380,120,UCSD106
A3381,120,UCSD106
A3382,120,UCSD106
A3383,120,UCSD106
A3384,120,UCSD106
A3385,120,UCSD106
A3386,120,UCSD106
A3387,120,UCSD106
A3388,120,UCSD106
A3389,120,UCSD106
A3390,120,UCSD106
A3391,120,UCSD106
A3392,120,UCSD106
A3393,120,UCSD106
A3394,120,UCSD106
A3395,120,UCSD106
A3396,120,UCSD106
A3397,120,UCSD106
A3398,120,UCSD106
A3399,120,UCSD106
A3400,120,UCSD106
A3401,120,UCSD106
A3402,120,UCSD106
A3403,120,UCSD106
A3404,120,UCSD106
A3405,120,UCSD106
A3406,120,UCSD106
A3407,120,UCSD106
A3408,120,UCSD106
A3409,120,UCSD106
A3410,120,UCSD106
A3411,120,UCSD106
A3412,120,UCSD106
A3413,120,UCSD106
A3414,120,UCSD106
A3415,120,UCSD106
A3416,120,UCSD106
A3417,120,UCSD106
A3418,120,UCSD106
A3419,120,UCSD106
A3420,120,UCSD106
A3421,120,UCSD106
A3422,120,UCSD106
A3423,120,UCSD106
A3424,120,UCSD106
A3425,120,UCSD106
A3426,120,UCSD106
A3427,120,UCSD106
A3428,120,UCSD106
A3429,120,UCSD106
A3430,120,UCSD106
A3431,120,UCSD106
A3432,120,UCSD106
A3433,120,UCSD106
A3434,120,UCSD106
A3435,120,UCSD106
A3436,120,UCSD106
A3437,120,UCSD106
A3438,120,UCSD106
A3439,120,UCSD106
A3440,120,UCSD106
A3441,120,UCSD106
A3442,120,UCSD106
A3443,120,UCSD106
A3444,120,UCSD106
A3445,120,UCSD106
A3446,120,UCSD106
A3447,120,UCSD106
A3448,120,UCSD106
A3449,120,UCSD106
A3450,120,UCSD106
A3451,120,UCSD106
A3452,120,UCSD106
A3453,120,UCSD106
A3454,120,UCSD106
A3455,120,UCSD106
A3456,120,UCSD106
A3457,120,UCSD106
A3458,120,UCSD106
A3459,120,UCSD106
A3460,120,UCSD106
A3461,120,UCSD106
A3462,120,UCSD106
A3463,120,UCSD106
A3464,120,UCSD106
A3465,120,UCSD106
A3466,120,UCSD106
A3467,120,UCSD106
A3468,120,UCSD106
A3469,120,UCSD106
A3470,120,UCSD106
A3471,120,UCSD106
A3472,120,UCSD106
A3473,120,UCSD106
A3474,120,UCSD106
A3475,120,UCSD106
A3476,120,UCSD106
A3477,120,UCSD106
A3478,120,UCSD106
A3479,120,UCSD106
A3480,120,UCSD106
A3481,120,UCSD106
A3482,120,UCSD106
A3483,120,UCSD106
A3484,120,UCSD106
A3485,120,UCSD106
A3486,120,UCSD106
A3487,120,UCSD106
A3488,120,UCSD106
A3489,120,UCSD106
A3490,120,UCSD106
A3491,120,UCSD106
A3492,120,UCSD106
A3493,120,UCSD106
A3494,120,UCSD106
A3495,120,UCSD106
A3496,120,UCSD106
A3497,120,UCSD106
A3498,120,UCSD106
A3499,120,UCSD106
A3500,120,UCSD106
A3501,120,UCSD106
A3502,120,UCSD106
A3503,120,UCSD106
A3504,120,UCSD106
A3505,120,UCSD106
A3506,120,UCSD106
A3507,120,UCSD106
A3508,120,UCSD106
A3509,120,UCSD106
A3510,120,UCSD106
A3511,120,UCSD106
A3512,120,UCSD106
A3513,120,UCSD106
A3514,120,UCSD106
A3515,120,UCSD106
A3516,120,UCSD106
A3517,120,UCSD106
A3518,120,UCSD106
A3519,120,UCSD106
A3520,120,UCSD106
A3521,120,UCSD106
A3522,120,UCSD106
A3523,120,UCSD106
A3524,120,UCSD106
A3525,120,UCSD106
A3526,120,UCSD106
A3527,120,UCSD106
A3528,120,UCSD106
A3529,120,UCSD106
A3530,120,UCSD106
A3531,120,UCSD106
A3532,120,UCSD106
A3533,120,UCSD106
A3534,120,UCSD106
A3535,120,UCSD106
A3536,120,UCSD106
A3537,120,UCSD106
A3538,120,UCSD106
A3539,120,UCSD106
A3540,120,UCSD106
A3541,120,UCSD106
A3542,120,UCSD106
A3543,120,UCSD106
A3544,120,UCSD106
A3545,120,UCSD106
A3546,120,UCSD106
A3547,120,UCSD106
A3548,120,UCSD106
A3549,120,UCSD106
A3550,120,UCSD106
A3551,120,UCSD106
A3552,120,UCSD106
A3553,120,UCSD106
A3554,120,UCSD106
A3555,120,UCSD106
A3556,120,UCSD106
A3557,120,UCSD106
A3558,120,UCSD106
A3559,120,UCSD106
A3560,120,UCSD106
A3561,120,UCSD106
A3562,120,UCSD106
A3563,120,UCSD106
A3564,120,UCSD106
A3565,120,UCSD106
A3566,120,UCSD106
A3567,40,UCSD106
A3568,40,UCSD106
A3569,40,UCSD106
A3570,40,UCSD106
A3571,40,UCSD106
A3572,40,UCSD106
A3573,40,UCSD106
A3574,40,UCSD106
A3575,40,UCSD106
A3576,40,UCSD106
A3577,40,UCSD106
A3578,40,UCSD106
A3579,40,UCSD106
A3580,40,UCSD106
A3581,40,UCSD106
A3582,40,UCSD106
A3583,40,UCSD106
A3584,40,UCSD106
A3585,40,UCSD106
A3586,40,UCSD106
A3587,40,UCSD106
A3588,40,UCSD106
A3589,40,UCSD106
A3590,40,UCSD106
A3591,40,UCSD106
A3592,40,UCSD106
A3593,40,UCSD106
A3594,40,UCSD106
A3595,40,UCSD106
A3596,40,UCSD106
A3597,40,UCSD106
A3598,40,UCSD106
A3599,40,UCSD106
A3600,40,UCSD106
A3601,40,UCSD106
A3602,40,UCSD106
A3603,40,UCSD106
A3604,40,UCSD106
A3605,40,UCSD106
A3606,40,UCSD106
A3607,40,UCSD106
A3608,40,UCSD106
A3609,40,UCSD106
A3610,40,UCSD106
A3611,40,UCSD106
A3612,40,UCSD106
A3613,40,UCSD106
A3614,40,UCSD106
A3615,40,UCSD106
A3616,40,UCSD106
A3617,40,UCSD106
A3618,40,UCSD106
A3619,40,UCSD106
A3620,40,UCSD106
A3621,40,UCSD106
A3622,40,UCSD106
A3623,40,UCSD106
A3624,40,UCSD106
A3625,40,UCSD106
A3626,40,UCSD106
A3627,40,UCSD106
A3628,40,UCSD106
A3629,40,UCSD106
A3630,40,UCSD106
A3631,40,UCSD106
A3632,40,UCSD106
A3633,40,UCSD106
A3634,40,UCSD106
A3635,40,UCSD106
A3636,40,UCSD106
A3637,40,UCSD106
A3638,40,UCSD106
A3639,40,UCSD106
A3640,40,UCSD106
A3641,40,UCSD106
A3642,40,UCSD106
A3643,40,UCSD106
A3644,40,UCSD106
A3645,40,UCSD106
A3646,40,UCSD106
A3647,40,UCSD106
A3648,40,UCSD106
A3649,40,UCSD106
A3650,40,UCSD106
A3651,40,UCSD106
A3652,40,UCSD106
A3653,40,UCSD106
A3654,40,UCSD106
A3655,40,UCSD106
A3656,40,UCSD106
A3657,40,UCSD106
A3658,40,UCSD106
A3659,40,UCSD106
A3660,40,UCSD106
A3661,40,UCSD106
A3662,40,UCSD106
A3663,40,UCSD106
A3664,40,UCSD106
A3665,40,UCSD106
A3666,40,UCSD106
A3667,40,UCSD106
A3668,40,UCSD106
A3669,40,UCSD106
A3670,40,UCSD106
A3671,40,UCSD106
A3672,40,UCSD106
A3673,40,UCSD106
A3674,40,UCSD106
A3675,40,UCSD106
A3676,40,UCSD106
A3677,40,UCSD106
A3678,40,UCSD106
A3679,40,UCSD106
A3680,40,UCSD106
A3681,40,UCSD106
A3682,40,UCSD106
A3683,40,UCSD106
A3684,40,UCSD106
A3685,40,UCSD106
A3686,40,UCSD106
A3687,40,UCSD106
A3688,40,UCSD106
A3689,40,UCSD106
A3690,40,UCSD106
A3691,40,UCSD106
A3692,40,UCSD106
A3693,40,UCSD106
A3694,40,UCSD106
A3695,40,UCSD106
A3696,40,UCSD106
A3697,40,UCSD106
A3698,40,UCSD106
A3699,40,UCSD106
A3700,40,UCSD106
A3701,40,UCSD106
A3702,40,UCSD106
A3703,40,UCSD106
A3704,40,UCSD106
A3705,40,UCSD106
A3706,40,UCSD106
A3707,40,UCSD106
A3708,40,UCSD106
A3709,40,UCSD106
A3710,40,UCSD106
A3711,40,UCSD106
A3712,40,UCSD106
A3713,40,UCSD106
A3714,40,UCSD106
A3715,40,UCSD106
A3716,40,UCSD106
A3717,40,UCSD106
A3718,40,UCSD106
A3719,40,UCSD106
A3720,40,UCSD106
A3721,40,UCSD106
A3722,40,UCSD106
A3723,40,UCSD106
A3724,40,UCSD106
A3725,40,UCSD106
A3726,40,UCSD106
A3727,40,UCSD106
A3728,40,UCSD106
A3729,40,UCSD106
A3730,40,UCSD106
A3731,40,UCSD106
A3732,40,UCSD106
A3733,40,UCSD106
A3734,40,UCSD106
A3735,40,UCSD106
A3736,40,UCSD106
A3737,40,UCSD106
A3738,40,UCSD106
A3739,40,UCSD106
A3740,40,UCSD106
A3741,40,UCSD106
A3742,40,UCSD106
A3743,40,UCSD106
A3744,40,UCSD106
A3745,40,UCSD106
A3746,40,UCSD106
A3747,40,UCSD106
A3748,40,UCSD106
A3749,40,UCSD106
A3750,40,UCSD106
A3751,40,UCSD106
A3752,40,UCSD106
A3753,40,UCSD106
A3754,40,UCSD106
A3755,40,UCSD106
A3756,40,UCSD106
A3757,40,UCSD106
A3758,40,UCSD106
A3759,40,UCSD106
A3760,40,UCSD106
A3761,40,UCSD106
A3762,40,UCSD106
A3763,40,UCSD106
A3764,40,UCSD106
A3765,40,UCSD106
A3766,40,UCSD106
A3767,40,UCSD106
A3768,40,UCSD106
A3769,40,UCSD106
A3770,40,UCSD106
A3771,40,UCSD106
A3772,40,UCSD106
A3773,40,UCSD106
A3774,40,UCSD106
A3775,40,UCSD106
A3776,40,UCSD106
A3777,40,UCSD106
A3778,40,UCSD106
A3779,40,UCSD106
A3780,40,UCSD106
A3781,40,UCSD106
A3782,40,UCSD106
A3783,40,UCSD106
A3784,40,UCSD106
A3785,40,UCSD106
A3786,40,UCSD106
A3787,40,UCSD106
A3788,40,UCSD106
A3789,40,UCSD106
A3790,40,UCSD106
A3791,40,UCSD106
A3792,40,UCSD106
A3793,40,UCSD106
A3794,40,UCSD106
A3795,40,UCSD106
A3796,40,UCSD106
A3797,40,UCSD106
A3798,40,UCSD106
A3799,40,UCSD106
A3800,40,UCSD106
A3801,40,UCSD106
A3802,40,UCSD106
A3803,40,UCSD106
A3804,40,UCSD106
A3805,40,UCSD106
A3806,40,UCSD106
A3807,40,UCSD106
A3808,40,UCSD106
A3809,40,UCSD106
A3810,40,UCSD106
A3811,40,UCSD106
A3812,40,UCSD106
A3813,40,UCSD106
A3814,40,UCSD106
A3815,40,UCSD106
A3816,40,UCSD106
A3817,40,UCSD106
A3818,40,UCSD106
A3819,40,UCSD106
A3820,40,UCSD106
A3821,40,UCSD106
A3822,40,UCSD106
A3823,40,UCSD106
A3824,40,UCSD106
A3825,40,UCSD106
A3826,40,UCSD106
A3827,40,UCSD106
A3828,40,UCSD106
A3829,40,UCSD106
A3830,40,UCSD106
A3831,40,UCSD106
A3832,40,UCSD106
A3833,40,UCSD106
A3834,40,UCSD106
A3835,40,UCSD106
A3836,40,UCSD106
A3837,40,UCSD106
A3838,40,UCSD106
A3839,40,UCSD106
A3840,40,UCSD106
A3841,40,UCSD106
A3842,40,UCSD106
A3843,40,UCSD106
A3844,40,UCSD106
A3845,40,UCSD106
A3846,40,UCSD106
A3847,40,UCSD106
A3848,40,UCSD106
A3849,40,UCSD106
A3850,40,UCSD106
A3851,40,UCSD106
A3852,40,UCSD106
A3853,40,UCSD106
A3854,40,UCSD106
A3855,40,UCSD106
A3856,40,UCSD106
A3857,40,UCSD106
A3858,40,UCSD106
A3859,40,UCSD106
A3860,40,UCSD106
A3861,40,UCSD106
A3862,40,UCSD106
A3863,40,UCSD106
A3864,40,UCSD106
A3865,40,UCSD106
A3866,40,UCSD106
A3867,40,UCSD106
A3868,40,UCSD106
A3869,40,UCSD106
A3870,40,UCSD106
A3871,40,UCSD106
A3872,40,UCSD106
A3873,40,UCSD106
A3874,40,UCSD106
A3875,40,UCSD106
A3876,40,UCSD106
A3877,40,UCSD106
A3878,40,UCSD106
A3879,40,UCSD106
A3880,40,UCSD106
A3881,40,UCSD106
A3882,40,UCSD106
A3883,40,UCSD106
A3884,40,UCSD106
A3885,40,UCSD106
A3886,40,UCSD106
A3887,40,UCSD106
A3888,40,UCSD106
A3889,40,UCSD106
A3890,40,UCSD106
A3891,40,UCSD106
A3892,40,UCSD106
A3893,40,UCSD106
A3894,40,UCSD106
A3895,40,UCSD106
A3896,40,UCSD106
A3897,40,UCSD106
A3898,40,UCSD106
A3899,40,UCSD106
A3900,40,UCSD106
A3901,40,UCSD106
A3902,40,UCSD106
A3903,40,UCSD106
A3904,50,UCSD106
A3905,50,UCSD106
A3906,50,UCSD106
A3907,50,UCSD106
A3908,50,UCSD106
A3909,50,UCSD106
A3910,50,UCSD106
A3911,50,UCSD106
A3912,50,UCSD106
A3913,50,UCSD106
A3914,50,UCSD106
A3915,50,UCSD106
A3916,50,UCSD106
A3917,50,UCSD106
A3918,50,UCSD106
A3919,50,UCSD106
A3920,50,UCSD106
A3921,50,UCSD106
A3922,50,UCSD106
A3923,50,UCSD106
A3924,50,UCSD106
A3925,50,UCSD106
A3926,50,UCSD106
A3927,50,UCSD106
A3928,50,UCSD106
A3929,50,UCSD106
A3930,50,UCSD106
A3931,50,UCSD106
A3932,50,UCSD106
A3933,50,UCSD106
A3934,50,UCSD106
A3935,50,UCSD106
A3936,50,UCSD106
A3937,50,UCSD106
A3938,50,UCSD106
A3939,50,UCSD106
A3940,50,UCSD106
A3941,50,UCSD106
A3942,50,UCSD106
A3943,50,UCSD106
A3944,50,UCSD106
A3945,50,UCSD106
A3946,50,UCSD106
A3947,50,UCSD106
A3948,50,UCSD106
A3949,50,UCSD106
A3950,50,UCSD106
A3951,50,UCSD106
A3952,50,UCSD106
A3953,50,UCSD106
A3954,50,UCSD106
A3955,50,UCSD106
A3956,50,UCSD106
A3957,50,UCSD106
A3958,50,UCSD106
A3959,50,UCSD106
A3960,50,UCSD106
A3961,50,UCSD106
A3962,50,UCSD106
A3963,50,UCSD106
A3964,50,UCSD106
A3965,50,UCSD106
A3966,50,UCSD106
A3967,50,UCSD106
A3968,50,UCSD106
A3969,50,UCSD106
A3970,50,UCSD106
A3971,50,UCSD106
A3972,50,UCSD106
A3973,50,UCSD106
A3974,50,UCSD106
A3975,50,UCSD106
A3976,50,UCSD106
A3977,50,UCSD106
A3978,50,UCSD106
A3979,50,UCSD106
A3980,50,UCSD106
A3981,50,UCSD106
A3982,50,UCSD106
A3983,50,UCSD106
A3984,50,UCSD106
A3985,50,UCSD106
A3986,50,UCSD106
A3987,50,UCSD106
A3988,50,UCSD106
A3989,50,UCSD106
A3990,50,UCSD106
A3991,50,UCSD106
A3992,50,UCSD106
A3993,50,UCSD106
A3994,50,UCSD106
A3995,50,UCSD106
A3996,50,UCSD106
A3997,50,UCSD106
A3998,50,UCSD106
A3999,50,UCSD106
A4000,50,UCSD106
A4001,50,UCSD106
A4002,50,UCSD106
A4003,50,UCSD106
A4004,50,UCSD106
A4005,50,UCSD106
A4006,50,UCSD106
A4007,50,UCSD106
A4008,50,UCSD106
A4009,50,UCSD106
A4010,50,UCSD106
A4011,50,UCSD106
A4012,50,UCSD106
A4013,50,UCSD106
A4014,50,UCSD106
A4015,50,UCSD106
A4016,50,UCSD106
A4017,50,UCSD106
A4018,50,UCSD106
A4019,50,UCSD106
A4020,50,UCSD106
A4021,50,UCSD106
A4022,50,UCSD106
A4023,50,UCSD106
A4024,50,UCSD106
A4025,50,UCSD106
A4026,50,UCSD106
A4027,50,UCSD106
A4028,50,UCSD106
A4029,50,UCSD106
A4030,50,UCSD106
A4031,50,UCSD106
A4032,50,UCSD106
A4033,50,UCSD106
A4034,50,UCSD106
A4035,50,UCSD106
A4036,50,UCSD106
A4037,50,UCSD106
A4038,50,UCSD106
A4039,50,UCSD106
A4040,50,UCSD106
A4041,50,UCSD106
A4042,50,UCSD106
A4043,50,UCSD106
A4044,50,UCSD106
A4045,50,UCSD106
A4046,50,UCSD106
A4047,50,UCSD106
A4048,50,UCSD106
A4049,50,UCSD106
A4050,50,UCSD106
A4051,50,UCSD106
A4052,50,UCSD106
A4053,50,UCSD106
A4054,50,UCSD106
A4055,50,UCSD106
A4056,50,UCSD106
A4057,50,UCSD106
A4058,50,UCSD106
A4059,50,UCSD106
A4060,50,UCSD106
A4061,50,UCSD106
A4062,50,UCSD106
A4063,50,UCSD106
A4064,50,UCSD106
A4065,50,UCSD106
A4066,50,UCSD106
A4067,50,UCSD106
A4068,50,UCSD106
A4069,50,UCSD106
A4070,50,UCSD106
A4071,50,UCSD106
A4072,50,UCSD106
A4073,50,UCSD106
A4074,50,UCSD106
A4075,50,UCSD106
A4076,50,UCSD106
A4077,50,UCSD106
A4078,50,UCSD106
A4079,50,UCSD106
A4080,50,UCSD106
A4081,50,UCSD106
A4082,50,UCSD106
A4083,50,UCSD106
A4084,50,UCSD106
A4085,50,UCSD106
A4086,50,UCSD106
A4087,50,UCSD106
A4088,50,UCSD106
A4089,50,UCSD106
A4090,50,UCSD106
A4091,50,UCSD106
A4092,50,UCSD106
A4093,50,UCSD106
A4094,50,UCSD106
A4095,50,UCSD106
A4096,50,UCSD106
A4097,50,UCSD106
A4098,50,UCSD106
A4099,50,UCSD106
A4100,50,UCSD106
A4101,50,UCSD106
A4102,50,UCSD106
A4103,50,UCSD106
A4104,50,UCSD106
A4105,50,UCSD106
A4106,50,UCSD106
A4107,50,UCSD106
A4108,50,UCSD106
A4109,50,UCSD106
A4110,50,UCSD106
